Time(s) acc_x(g) acc_y(g) acc_z(g) gyr_x(°/s) gyr_y(°/s) gyr_z(°/s) mag_x(G) mag_y(G) mag_z(G) SVM(g) yaw(°) pitch(°) roll(°)
0.000;-0.26;0.09;0.81;1.60;7.03;-10.85;366.31;-39.16;-359.00;0.86;-120.94;-18.25;8.77 
0.030;-0.26;0.06;0.86;1.04;0.90;-7.72;367.30;-37.25;-357.00;0.90;-120.68;-18.42;8.72 
0.060;-0.26;0.06;0.90;0.97;-0.21;-5.50;368.29;-38.20;-354.00;0.94;-120.52;-18.42;8.67 
0.089;-0.25;0.08;0.89;0.70;2.23;-2.92;368.29;-34.38;-359.00;0.93;-120.42;-18.43;8.63 
0.118;-0.24;0.10;0.88;-0.28;3.97;-3.06;366.31;-40.11;-354.00;0.92;-120.37;-18.51;8.62 
0.147;-0.23;0.14;0.86;-0.42;4.24;-5.36;364.33;-36.29;-359.00;0.90;-120.30;-18.61;8.63 
0.176;-0.25;0.18;0.90;1.95;3.83;-9.39;368.29;-34.38;-358.00;0.95;-120.17;-18.71;8.64 
0.206;-0.26;0.12;0.94;2.85;6.26;-17.67;363.34;-33.43;-357.00;0.98;-119.84;-18.85;8.66 
0.235;-0.26;0.08;0.92;-0.07;12.10;-21.70;360.37;-30.56;-355.00;0.96;-119.31;-19.15;8.56 
0.265;-0.26;0.05;0.84;2.64;17.39;-20.52;363.34;-21.01;-357.00;0.88;-118.69;-19.66;8.35 
0.296;-0.21;0.00;0.71;7.30;13.29;-17.46;363.34;-17.19;-349.00;0.74;-118.12;-20.21;8.23 
0.326;-0.17;-0.07;0.64;3.69;-8.63;-9.60;362.35;-15.28;-352.00;0.67;-117.67;-20.36;8.13 
0.356;-0.24;0.02;0.88;-2.57;-28.31;-3.76;358.39;-16.24;-348.00;0.91;-117.53;-19.78;7.98 
0.386;-0.34;0.16;1.08;1.46;-16.07;-11.20;362.35;-24.83;-354.00;1.14;-117.42;-18.97;7.88 
0.416;-0.23;0.12;1.06;9.18;21.98;-15.51;357.40;-22.92;-354.00;1.09;-117.06;-18.99;7.94 
0.446;-0.25;-0.06;0.80;7.79;30.12;-9.39;361.36;-15.28;-351.00;0.84;-116.65;-19.80;8.03 
0.476;-0.26;-0.10;0.62;-0.70;6.54;5.08;359.38;-16.24;-349.00;0.68;-116.52;-20.45;7.94 
0.507;-0.32;-0.03;0.79;-7.03;-13.15;18.09;361.36;-15.28;-349.00;0.85;-116.82;-20.31;7.77 
