Time(s) acc_x(g) acc_y(g) acc_z(g) gyr_x(°/s) gyr_y(°/s) gyr_z(°/s) mag_x(G) mag_y(G) mag_z(G) SVM(g) yaw(°) pitch(°) roll(°)
0.000;-0.27;0.16;0.91;3.27;0.77;-1.39;-76.87;-249.86;-350.00;0.96;-176.89;-15.62;-1.88 
0.029;-0.25;0.18;0.86;0.77;-4.17;1.53;-79.87;-250.82;-352.00;0.91;-177.02;-15.59;-1.77 
0.059;-0.22;0.14;0.81;1.25;6.12;2.30;-76.87;-249.86;-351.00;0.85;-177.21;-15.64;-1.71 
0.088;-0.26;0.16;0.89;1.81;6.47;2.30;-77.87;-248.90;-350.00;0.94;-177.42;-15.89;-1.61 
0.117;-0.22;0.21;0.86;1.25;3.34;4.66;-74.87;-249.86;-349.00;0.91;-177.64;-16.05;-1.49 
0.147;-0.22;0.21;0.86;-0.70;2.43;7.51;-73.88;-247.95;-353.00;0.91;-177.96;-16.15;-1.36 
0.176;-0.26;0.14;0.83;-1.46;2.30;6.96;-74.87;-246.03;-353.00;0.88;-178.37;-16.23;-1.28 
0.205;-0.24;0.14;0.83;-1.95;1.39;3.48;-72.88;-247.95;-351.00;0.88;-178.66;-16.28;-1.28 
0.234;-0.24;0.18;0.88;-0.70;3.83;3.83;-71.88;-246.99;-350.00;0.93;-178.90;-16.38;-1.22 
0.263;-0.23;0.18;0.86;-0.14;2.99;6.54;-72.88;-243.16;-353.00;0.91;-179.21;-16.48;-1.13 
0.292;-0.25;0.15;0.85;-0.21;2.50;5.63;-72.88;-241.25;-352.00;0.90;-179.52;-16.57;-1.06 
0.322;-0.26;0.17;0.88;-0.07;2.64;5.29;-75.87;-246.03;-355.00;0.93;-179.81;-16.66;-1.00 
0.351;-0.26;0.16;0.86;-0.83;0.35;4.66;-72.88;-240.29;-352.00;0.91;179.88;-16.72;-0.92 
0.380;-0.23;0.14;0.85;-0.49;0.14;2.71;-72.88;-240.29;-355.00;0.89;179.62;-16.75;-0.86 
0.409;-0.23;0.15;0.87;-0.28;0.21;2.85;-71.88;-240.29;-353.00;0.91;179.42;-16.75;-0.80 
0.438;-0.26;0.18;0.80;-0.35;-0.70;2.71;-68.88;-240.29;-357.00;0.86;179.21;-16.76;-0.75 
0.467;-0.26;0.15;0.83;-0.77;-1.39;2.50;-71.88;-241.25;-354.00;0.88;179.00;-16.74;-0.66 
0.496;-0.24;0.14;0.83;-0.42;1.39;0.83;-70.88;-238.37;-354.00;0.88;178.80;-16.75;-0.62 
0.525;-0.26;0.15;0.85;0.28;3.13;-0.97;-75.87;-239.33;-355.00;0.90;178.67;-16.83;-0.58 
0.554;-0.25;0.17;0.86;-0.35;0.42;-0.83;-67.89;-241.25;-353.00;0.91;178.58;-16.89;-0.54 
0.583;-0.23;0.17;0.85;0.00;0.97;-0.63;-72.88;-240.29;-353.00;0.90;178.47;-16.92;-0.49 
0.613;-0.25;0.18;0.86;0.07;0.56;-0.42;-71.88;-239.33;-352.00;0.91;178.35;-16.95;-0.44 
0.642;-0.25;0.15;0.85;0.07;0.49;-0.42;-72.88;-243.16;-353.00;0.90;178.23;-16.97;-0.39 
0.672;-0.24;0.15;0.85;0.07;-0.49;-0.21;-71.88;-241.25;-354.00;0.90;178.11;-16.98;-0.35 
0.703;-0.26;0.15;0.86;0.42;1.11;-1.67;-69.88;-241.25;-354.00;0.91;178.01;-16.99;-0.31 
0.733;-0.26;0.14;0.86;0.14;0.07;-1.95;-69.88;-240.29;-351.00;0.91;177.93;-17.01;-0.28 
0.763;-0.25;0.15;0.82;0.14;-0.49;-1.32;-67.89;-244.12;-352.00;0.87;177.86;-17.00;-0.25 
0.793;-0.26;0.14;0.86;0.70;-0.97;-0.97;-70.88;-244.12;-352.00;0.91;177.77;-17.01;-0.19 
0.823;-0.30;0.18;0.82;0.00;-0.83;-3.06;-72.88;-241.25;-353.00;0.89;177.70;-17.05;-0.13 
0.853;-0.27;0.17;0.84;-0.56;-3.41;-2.50;-72.88;-241.25;-355.00;0.90;177.64;-17.04;-0.12 
0.883;-0.26;0.18;0.85;0.14;-1.18;-1.74;-70.88;-240.29;-353.00;0.91;177.58;-17.01;-0.09 
0.914;-0.25;0.15;0.82;-0.21;-0.35;-1.39;-76.87;-244.12;-356.00;0.87;177.50;-17.00;-0.02 
