Time(s) acc_x(g) acc_y(g) acc_z(g) gyr_x(°/s) gyr_y(°/s) gyr_z(°/s) mag_x(G) mag_y(G) mag_z(G) SVM(g) yaw(°) pitch(°) roll(°)
0.000;-0.14;0.06;0.87;1.81;2.23;-17.81;382.73;-276.36;-375.00;0.88;-135.00;-3.69;3.95 
0.030;-0.16;0.07;0.82;0.35;3.41;-14.40;384.73;-276.36;-371.00;0.84;-134.52;-3.84;3.95 
0.060;-0.14;0.02;0.79;-0.21;-5.84;-10.50;383.73;-274.46;-375.00;0.80;-134.18;-3.94;3.93 
0.091;-0.10;0.02;0.88;3.76;-8.90;-7.03;384.73;-272.55;-373.00;0.89;-133.95;-3.77;3.96 
0.121;-0.03;0.08;0.96;6.96;4.73;-12.87;385.72;-271.60;-372.00;0.96;-133.74;-3.58;4.16 
0.151;-0.10;0.12;0.88;5.43;17.95;-9.67;384.73;-267.78;-372.00;0.89;-133.49;-4.00;4.39 
0.181;-0.26;0.06;0.77;3.27;-2.50;-6.54;385.72;-264.93;-370.00;0.81;-133.27;-4.50;4.61 
0.210;-0.07;0.02;0.97;-3.69;-18.64;7.03;384.73;-266.83;-369.00;0.97;-133.35;-4.09;4.57 
0.240;-0.08;0.09;1.00;-6.26;-1.67;11.13;387.72;-270.64;-375.00;1.01;-133.67;-3.69;4.47 
0.270;-0.14;0.10;0.86;-5.84;7.17;12.24;384.73;-271.60;-374.00;0.88;-134.11;-3.75;4.35 
0.301;-0.23;0.13;0.74;-1.74;-1.67;11.90;383.73;-273.50;-372.00;0.79;-134.53;-3.95;4.34 
0.331;-0.15;0.23;0.80;-1.46;-13.98;8.21;385.72;-276.36;-376.00;0.85;-134.92;-3.82;4.51 
0.361;-0.10;0.20;0.93;-2.85;-8.70;4.66;381.74;-278.27;-373.00;0.96;-135.18;-3.45;4.62 
0.391;-0.11;0.18;0.86;-2.71;-2.85;0.77;384.73;-277.31;-374.00;0.89;-135.33;-3.31;4.68 
0.420;-0.10;0.19;0.87;-1.32;-4.31;-4.10;384.73;-281.13;-377.00;0.90;-135.36;-3.21;4.77 
0.449;-0.03;0.18;0.94;-0.97;0.00;-7.23;384.73;-282.08;-372.00;0.96;-135.27;-3.12;4.86 
0.479;-0.04;0.13;0.90;-2.37;5.57;-6.82;382.73;-282.08;-373.00;0.91;-135.13;-3.17;4.95 
0.509;-0.07;0.10;0.82;-5.43;7.79;-5.57;382.73;-279.22;-375.00;0.83;-135.02;-3.38;4.89 
0.539;-0.08;0.09;0.90;-6.26;7.79;-6.75;382.73;-278.27;-375.00;0.91;-134.92;-3.62;4.75 
0.569;-0.06;0.04;0.98;-3.48;12.66;-10.71;377.75;-271.60;-377.00;0.98;-134.72;-3.91;4.61 
0.600;-0.05;0.00;0.89;0.00;20.03;-12.31;376.75;-269.69;-375.00;0.89;-134.44;-4.39;4.51 
0.629;-0.06;-0.06;0.86;4.10;17.67;-10.09;374.76;-265.88;-374.00;0.86;-134.15;-5.01;4.48 
0.659;-0.03;-0.08;0.90;3.83;10.02;-2.43;379.74;-261.11;-374.00;0.90;-134.00;-5.38;4.49 
0.690;-0.04;-0.09;0.84;-2.50;5.01;7.58;377.75;-261.11;-373.00;0.85;-134.12;-5.55;4.45 
0.720;0.00;-0.06;0.87;-10.99;-2.57;15.30;377.75;-260.16;-372.00;0.87;-134.53;-5.50;4.21 
0.750;0.00;-0.06;0.90;-14.05;-4.87;19.06;374.76;-261.11;-373.00;0.90;-135.10;-5.30;3.90 
0.779;0.00;-0.05;0.86;-12.66;0.90;19.69;372.77;-263.97;-375.00;0.86;-135.73;-5.14;3.57 
0.809;0.00;-0.07;0.88;-5.77;5.98;20.94;372.77;-267.78;-378.00;0.88;-136.37;-5.18;3.29 
0.838;0.00;-0.06;0.88;0.97;6.19;25.25;375.76;-271.60;-378.00;0.88;-137.08;-5.29;3.30 
0.868;0.03;0.00;0.92;3.34;10.85;26.02;375.76;-270.64;-377.00;0.92;-137.88;-5.46;3.46 
0.899;-0.02;0.08;0.92;5.63;17.95;25.32;378.75;-273.50;-378.00;0.92;-138.72;-5.78;3.74 
0.929;-0.07;0.11;0.97;6.54;18.71;23.79;383.73;-272.55;-375.00;0.98;-139.49;-6.23;4.10 
0.959;-0.11;0.14;1.02;4.52;22.19;24.00;383.73;-270.64;-372.00;1.04;-140.21;-6.76;4.46 
0.989;-0.17;0.22;0.85;0.83;24.35;23.17;383.73;-270.64;-372.00;0.89;-140.93;-7.43;4.82 
1.019;-0.20;0.23;0.70;-3.90;14.68;16.35;385.72;-266.83;-372.00;0.76;-141.58;-8.10;5.11 
1.049;-0.13;0.23;0.77;-3.06;1.60;4.52;383.73;-271.60;-370.00;0.81;-141.93;-8.39;5.33 
1.079;-0.07;0.15;0.84;-0.83;1.32;-4.10;384.73;-268.74;-371.00;0.86;-141.98;-8.36;5.48 
1.110;0.06;0.07;1.02;-6.26;18.85;-5.15;384.73;-264.93;-369.00;1.02;-141.85;-8.49;5.47 
1.140;0.03;0.07;0.96;-5.43;30.54;1.25;382.73;-260.16;-369.00;0.96;-141.81;-9.11;5.30 
1.170;-0.02;0.02;0.89;1.46;28.80;6.19;383.73;-259.21;-370.00;0.89;-141.84;-9.93;5.34 
1.200;-0.05;0.03;0.68;-3.97;22.40;18.43;382.73;-253.49;-365.00;0.68;-142.17;-10.57;5.42 
1.229;-0.02;0.18;0.60;-8.70;0.49;22.12;385.72;-251.58;-367.00;0.63;-142.81;-10.81;5.49 
1.259;0.12;0.22;0.93;-4.31;-16.14;16.83;381.74;-255.40;-366.00;0.96;-143.45;-10.32;5.64 
1.289;0.06;0.26;1.09;-3.13;7.37;6.89;381.74;-263.02;-369.00;1.12;-143.90;-9.78;5.83 
1.319;-0.02;0.13;0.82;-3.97;29.15;-3.20;384.73;-257.30;-367.00;0.83;-143.93;-10.34;5.84 
1.349;-0.12;0.02;0.59;-1.25;14.33;-3.90;381.74;-253.49;-364.00;0.60;-143.80;-11.06;5.87 
1.378;-0.17;0.03;0.72;-1.74;-3.90;-5.29;379.74;-250.63;-365.00;0.74;-143.66;-11.26;5.84 
1.408;-0.14;0.18;0.82;-3.83;1.95;-13.77;383.73;-249.68;-364.00;0.85;-143.43;-11.18;5.85 
1.437;-0.15;0.24;0.62;-5.08;13.08;-27.34;380.74;-249.68;-363.00;0.68;-142.84;-11.49;5.87 
1.467;-0.10;0.06;0.49;-0.63;3.55;-34.50;373.76;-243.01;-361.00;0.50;-141.96;-11.93;5.87 
1.498;0.00;-0.03;0.50;6.47;-23.65;-36.10;373.76;-240.15;-360.00;0.50;-140.88;-11.71;5.79 
1.528;0.03;-0.07;0.77;9.46;-35.76;-33.60;372.77;-241.10;-361.00;0.77;-139.83;-10.66;5.80 
1.558;0.08;0.02;0.82;1.95;-18.09;-29.36;373.76;-243.01;-361.00;0.82;-138.94;-9.86;5.86 
1.588;0.00;0.02;0.61;-1.04;-8.97;-24.21;373.76;-244.91;-363.00;0.61;-138.20;-9.37;5.74 
1.618;-0.02;0.02;0.51;4.52;-11.62;-25.18;373.76;-243.96;-360.00;0.51;-137.50;-9.02;5.76 
1.648;-0.09;0.02;0.53;3.55;-9.88;-25.04;374.76;-240.15;-357.00;0.54;-136.82;-8.66;5.83 
1.678;-0.26;-0.06;0.62;5.29;12.66;-19.62;374.76;-240.15;-359.00;0.67;-136.13;-8.70;5.88 
1.708;-0.38;-0.10;0.56;17.11;24.56;-9.32;376.75;-236.34;-354.00;0.68;-135.68;-9.65;6.01 
1.737;-0.20;0.12;0.80;22.40;38.40;-4.59;378.75;-226.81;-348.00;0.83;-135.48;-10.51;6.62 
1.767;0.05;0.07;0.86;5.77;70.96;-5.43;383.73;-221.09;-343.00;0.86;-135.26;-12.01;7.15 
1.798;0.16;-0.06;0.90;-10.43;99.48;10.71;382.73;-215.37;-335.00;0.92;-135.24;-14.28;7.05 
1.828;0.04;0.00;1.48;-24.21;109.43;4.38;384.73;-191.55;-328.00;1.48;-135.40;-17.01;6.63 
1.858;-2.95;-0.09;7.42;336.14;234.16;29.77;392.70;-172.49;-308.00;7.99;-135.20;-21.27;7.53 
1.887;0.52;1.59;2.87;365.08;576.28;-93.91;443.53;-121.98;-205.00;3.32;-128.78;-34.04;18.46 
1.917;0.91;0.24;1.61;-261.15;464.77;-108.45;445.52;-79.10;-131.00;1.86;-124.35;-45.67;17.65 
1.947;1.35;-0.20;0.49;-278.89;425.39;-85.01;418.61;-46.70;-100.00;1.45;-118.84;-59.25;10.53 
1.977;2.84;-0.40;0.64;-50.23;401.39;-87.30;392.70;-20.01;-43.00;2.94;-111.46;-70.65;6.14 
2.007;2.70;0.45;0.22;39.86;434.71;30.40;381.74;-22.87;26.00;2.75;-100.83;-81.79;5.28 
2.027;-1.72;0.63;-0.66;-49.39;-10.92;7.93;364.79;13.34;41.00;1.95;-98.46;-65.29;5.50 
2.056;-0.89;0.06;-0.58;-1.53;6.12;-16.77;361.80;15.25;42.00;1.06;-98.49;-65.38;5.71 
2.086;-0.61;-0.24;-0.21;-18.16;-53.29;17.18;361.80;19.06;37.00;0.69;-98.31;-65.63;5.59 
